contig window number,position in contig,number of reads starting in window,%GC content
NZ_LLJK01000040.1-3573,357300-357400,62,0.388679047319274
NZ_LLJK01000040.1-3574,357400-357500,64,0.353580623629255
NZ_LLJK01000040.1-3575,357500-357600,58,0.3267700288864
NZ_LLJK01000040.1-3576,357600-357700,78,0.30785150145711
NZ_LLJK01000040.1-3577,357700-357800,66,0.293452158599712
NZ_LLJK01000040.1-3578,357800-357900,59,0.303349839790271
NZ_LLJK01000040.1-3579,357900-358000,80,0.344203202280158
NZ_LLJK01000040.1-3580,358000-358100,69,0.355365728422723
NZ_LLJK01000040.1-3581,358100-358200,70,0.371585745037072
NZ_LLJK01000040.1-3582,358200-358300,57,0.345970149253731
NZ_LLJK01000040.1-3583,358300-358400,46,0.360996462264151
NZ_LLJK01000040.1-3584,358400-358500,60,0.372443547935227
NZ_LLJK01000040.1-3585,358500-358600,68,0.380744081172491
NZ_LLJK01000040.1-3586,358600-358700,59,0.392595876745733
NZ_LLJK01000040.1-3587,358700-358800,72,0.39651002073255
NZ_LLJK01000040.1-3588,358800-358900,67,0.421032320308731
NZ_LLJK01000040.1-3589,358900-359000,58,0.425119684595888
NZ_LLJK01000040.1-3590,359000-359100,68,0.416679552600381
NZ_LLJK01000040.1-3591,359100-359200,72,0.382634488337603
NZ_LLJK01000040.1-3592,359200-359300,82,0.384299941417692
NZ_LLJK01000040.1-3593,359300-359400,111,0.389998855049233
NZ_LLJK01000040.1-3594,359400-359500,73,0.39836295391851
NZ_LLJK01000040.1-3595,359500-359600,46,0.363249431276143
NZ_LLJK01000040.1-3596,359600-359700,53,0.345782834528815
NZ_LLJK01000040.1-3597,359700-359800,51,0.328508010036672
NZ_LLJK01000040.1-3598,359800-359900,38,0.331989121260433
NZ_LLJK01000040.1-3599,359900-360000,23,0.292314335060449
NZ_LLJK01000040.1-3600,360000-360100,22,0.279003877124963
NZ_LLJK01000040.1-3601,360100-360200,18,0.297220531547981
NZ_LLJK01000040.1-3602,360200-360300,40,0.318907860571249
NZ_LLJK01000040.1-3603,360300-360400,51,0.328918884502738
NZ_LLJK01000040.1-3604,360400-360500,48,0.325675981019809
NZ_LLJK01000040.1-3605,360500-360600,68,0.34427210612937
NZ_LLJK01000040.1-3606,360600-360700,42,0.33681422625804
NZ_LLJK01000040.1-3607,360700-360800,95,0.321101262019231
NZ_LLJK01000040.1-3608,360800-360900,59,0.307363687464868
NZ_LLJK01000040.1-3609,360900-361000,56,0.304898446833931
NZ_LLJK01000040.1-3610,361000-361100,76,0.297109600430381
NZ_LLJK01000040.1-3611,361100-361200,54,0.3077868556142
NZ_LLJK01000040.1-3612,361200-361300,50,0.299308920486139
NZ_LLJK01000040.1-3613,361300-361400,83,0.29755778456171
NZ_LLJK01000040.1-3614,361400-361500,60,0.293689320388349
NZ_LLJK01000040.1-3615,361500-361600,77,0.297895260192244
NZ_LLJK01000040.1-3616,361600-361700,64,0.328272672431128
NZ_LLJK01000040.1-3617,361700-361800,67,0.343262130148188
NZ_LLJK01000040.1-3618,361800-361900,62,0.352880434782609
NZ_LLJK01000040.1-3619,361900-362000,86,0.336223319466584
NZ_LLJK01000040.1-3620,362000-362100,93,0.303307207034984
NZ_LLJK01000040.1-3621,362100-362200,86,0.324429841515269
NZ_LLJK01000040.1-3622,362200-362300,66,0.330392982803905
NZ_LLJK01000040.1-3623,362300-362400,63,0.296018614270941
NZ_LLJK01000040.1-3624,362400-362500,74,0.278754710209941
NZ_LLJK01000040.1-3625,362500-362600,65,0.280768440517773
NZ_LLJK01000040.1-3626,362600-362700,55,0.33300920523791
NZ_LLJK01000040.1-3627,362700-362800,58,0.353142116732434
NZ_LLJK01000040.1-3628,362800-362900,74,0.328920570264766
NZ_LLJK01000040.1-3629,362900-363000,47,0.283524061032864
NZ_LLJK01000040.1-3630,363000-363100,88,0.26087909198475
NZ_LLJK01000040.1-3631,363100-363200,57,0.277848247232472
NZ_LLJK01000040.1-3632,363200-363300,63,0.30561449790675
NZ_LLJK01000040.1-3633,363300-363400,61,0.313112181395097
NZ_LLJK01000040.1-3634,363400-363500,79,0.265737485350745
NZ_LLJK01000040.1-3635,363500-363600,42,0.21384479717813
NZ_LLJK01000040.1-3636,363600-363700,52,0.1965429378142
NZ_LLJK01000040.1-3637,363700-363800,61,0.205991124260355
NZ_LLJK01000040.1-3638,363800-363900,72,0.23853668261563
NZ_LLJK01000040.1-3639,363900-364000,69,0.262834417932032
NZ_LLJK01000040.1-3640,364000-364100,58,0.247305799539027
NZ_LLJK01000040.1-3641,364100-364200,94,0.280120595439985
NZ_LLJK01000040.1-3642,364200-364300,76,0.31779961055054
NZ_LLJK01000040.1-3643,364300-364400,76,0.369930675909879
NZ_LLJK01000040.1-3644,364400-364500,52,0.394633801912831
NZ_LLJK01000040.1-3645,364500-364600,58,0.402895937799313
NZ_LLJK01000040.1-3646,364600-364700,72,0.381910205506348
NZ_LLJK01000040.1-3647,364700-364800,80,0.356805293005671
NZ_LLJK01000040.1-3648,364800-364900,63,0.351917098445596
NZ_LLJK01000040.1-3649,364900-365000,72,0.369963047686081
NZ_LLJK01000040.1-3650,365000-365100,75,0.37929089094302
NZ_LLJK01000040.1-3651,365100-365200,67,0.394874381074638
NZ_LLJK01000040.1-3652,365200-365300,71,0.390453244993224
NZ_LLJK01000040.1-3653,365300-365400,62,0.358138222849083
NZ_LLJK01000040.1-3654,365400-365500,68,0.367640358426568
NZ_LLJK01000040.1-3655,365500-365600,93,0.37291145663441
NZ_LLJK01000040.1-3656,365600-365700,75,0.401881091203132
NZ_LLJK01000040.1-3657,365700-365800,63,0.396035108958838
NZ_LLJK01000040.1-3658,365800-365900,60,0.384574211850345
NZ_LLJK01000040.1-3659,365900-366000,38,0.381382978723404
NZ_LLJK01000040.1-3660,366000-366100,49,0.387043870438704
NZ_LLJK01000040.1-3661,366100-366200,53,0.405960556990738
NZ_LLJK01000040.1-3662,366200-366300,65,0.396014943960149
NZ_LLJK01000040.1-3663,366300-366400,75,0.402305547463482
NZ_LLJK01000040.1-3664,366400-366500,70,0.409073132577239
NZ_LLJK01000040.1-3665,366500-366600,61,0.40483316705465
NZ_LLJK01000040.1-3666,366600-366700,42,0.408146231533261
NZ_LLJK01000040.1-3667,366700-366800,104,0.426384982667277
NZ_LLJK01000040.1-3668,366800-366900,57,0.437143814951391
NZ_LLJK01000040.1-3669,366900-367000,82,0.42402460119162
NZ_LLJK01000040.1-3670,367000-367100,74,0.373728813559322
NZ_LLJK01000040.1-3671,367100-367200,55,0.350465572163685
NZ_LLJK01000040.1-3672,367200-367300,58,0.319717349532015
NZ_LLJK01000040.1-3673,367300-367400,69,0.328312967699157
NZ_LLJK01000040.1-3674,367400-367500,57,0.368730302868436
NZ_LLJK01000040.1-3675,367500-367600,57,0.405320033250208
NZ_LLJK01000040.1-3676,367600-367700,51,0.443297622158349
NZ_LLJK01000040.1-3677,367700-367800,84,0.427353395061728
NZ_LLJK01000040.1-3678,367800-367900,92,0.427777777777778
NZ_LLJK01000040.1-3679,367900-368000,65,0.435455939834743
NZ_LLJK01000040.1-3680,368000-368100,88,0.444804239034442
NZ_LLJK01000040.1-3681,368100-368200,41,0.449214742324994
NZ_LLJK01000040.1-3682,368200-368300,48,0.415839383612387
NZ_LLJK01000040.1-3683,368300-368400,45,0.390043623299974
NZ_LLJK01000040.1-3684,368400-368500,103,0.366082935334698
NZ_LLJK01000040.1-3685,368500-368600,86,0.391142768659028
NZ_LLJK01000040.1-3686,368600-368700,63,0.392812887236679
NZ_LLJK01000040.1-3687,368700-368800,69,0.377492426640141
NZ_LLJK01000040.1-3688,368800-368900,58,0.372240097636747
NZ_LLJK01000040.1-3689,368900-369000,63,0.348229253981559
NZ_LLJK01000040.1-3690,369000-369100,75,0.341953631867883
NZ_LLJK01000040.1-3691,369100-369200,87,0.356753577729857
NZ_LLJK01000040.1-3692,369200-369300,91,0.36848771137126
NZ_LLJK01000040.1-3693,369300-369400,66,0.35850942318675
NZ_LLJK01000040.1-3694,369400-369500,53,0.331873382440773
NZ_LLJK01000040.1-3695,369500-369600,83,0.311223905659657
NZ_LLJK01000040.1-3696,369600-369700,68,0.31329099035521
NZ_LLJK01000040.1-3697,369700-369800,77,0.325853415736862
NZ_LLJK01000040.1-3698,369800-369900,44,0.318364197530864
NZ_LLJK01000040.1-3699,369900-370000,79,0.315475683502257
NZ_LLJK01000040.1-3700,370000-370100,67,0.31048309178744
NZ_LLJK01000040.1-3701,370100-370200,57,0.331566482463065
NZ_LLJK01000040.1-3702,370200-370300,80,0.35124807907962
NZ_LLJK01000040.1-3703,370300-370400,87,0.333598783754434
NZ_LLJK01000040.1-3704,370400-370500,47,0.282258064516129
NZ_LLJK01000040.1-3705,370500-370600,48,0.236077653393793
NZ_LLJK01000040.1-3706,370600-370700,68,0.270296132151491
NZ_LLJK01000040.1-3707,370700-370800,54,0.290288436094205
NZ_LLJK01000040.1-3708,370800-370900,75,0.349060811815433
NZ_LLJK01000040.1-3709,370900-371000,61,0.401321949876067
NZ_LLJK01000040.1-3710,371000-371100,63,0.43744527145359
NZ_LLJK01000040.1-3711,371100-371200,78,0.440001662579492
NZ_LLJK01000040.1-3712,371200-371300,61,0.426755414916253
NZ_LLJK01000040.1-3713,371300-371400,58,0.403571428571429
NZ_LLJK01000040.1-3714,371400-371500,59,0.400215443927883
NZ_LLJK01000040.1-3715,371500-371600,52,0.412025597161503
NZ_LLJK01000040.1-3716,371600-371700,73,0.404882688649334
NZ_LLJK01000040.1-3717,371700-371800,77,0.393339333933393
NZ_LLJK01000040.1-3718,371800-371900,86,0.366445830085737
NZ_LLJK01000040.1-3719,371900-372000,77,0.365136939494296
NZ_LLJK01000040.1-3720,372000-372100,52,0.35196499339498
NZ_LLJK01000040.1-3721,372100-372200,53,0.361466086223845
NZ_LLJK01000040.1-3722,372200-372300,67,0.336030484075834
NZ_LLJK01000040.1-3723,372300-372400,82,0.297593887172817
NZ_LLJK01000040.1-3724,372400-372500,66,0.285516707236114
NZ_LLJK01000040.1-3725,372500-372600,58,0.297312430011198
NZ_LLJK01000040.1-3726,372600-372700,51,0.327304048234281
NZ_LLJK01000040.1-3727,372700-372800,66,0.341245988487596
NZ_LLJK01000040.1-3728,372800-372900,53,0.332477849068133
NZ_LLJK01000040.1-3729,372900-373000,60,0.269557214439104
NZ_LLJK01000040.1-3730,373000-373100,52,0.261449203802
NZ_LLJK01000040.1-3731,373100-373200,62,0.257912985124706
NZ_LLJK01000040.1-3732,373200-373300,69,0.25791524598149
NZ_LLJK01000040.1-3733,373300-373400,60,0.284560458855203
NZ_LLJK01000040.1-3734,373400-373500,50,0.290425686473921
NZ_LLJK01000040.1-3735,373500-373600,83,0.317800521774032
NZ_LLJK01000040.1-3736,373600-373700,84,0.316582294110384
NZ_LLJK01000040.1-3737,373700-373800,58,0.293727202057047
NZ_LLJK01000040.1-3738,373800-373900,62,0.278578290105668
NZ_LLJK01000040.1-3739,373900-374000,49,0.288781737361561
NZ_LLJK01000040.1-3740,374000-374100,65,0.289387588181168
NZ_LLJK01000040.1-3741,374100-374200,50,0.264119039567129
NZ_LLJK01000040.1-3742,374200-374300,71,0.2665205279262
NZ_LLJK01000040.1-3743,374300-374400,83,0.277855518628651
NZ_LLJK01000040.1-3744,374400-374500,58,0.296852245995295
NZ_LLJK01000040.1-3745,374500-374600,80,0.307708127673577
NZ_LLJK01000040.1-3746,374600-374700,59,0.321943854155016
NZ_LLJK01000040.1-3747,374700-374800,68,0.343705027045804
NZ_LLJK01000040.1-3748,374800-374900,71,0.364037236648702
NZ_LLJK01000040.1-3749,374900-375000,66,0.350014203200454
NZ_LLJK01000040.1-3750,375000-375100,54,0.343966627814244
NZ_LLJK01000040.1-3751,375100-375200,42,0.348534738228515
NZ_LLJK01000040.1-3752,375200-375300,71,0.347932101659946
NZ_LLJK01000040.1-3753,375300-375400,58,0.348786354690575
NZ_LLJK01000040.1-3754,375400-375500,60,0.326873673628951
NZ_LLJK01000040.1-3755,375500-375600,57,0.33931870669746
NZ_LLJK01000040.1-3756,375600-375700,56,0.344223327805417
NZ_LLJK01000040.1-3757,375700-375800,50,0.355016032982135
NZ_LLJK01000040.1-3758,375800-375900,57,0.342504903334267
NZ_LLJK01000040.1-3759,375900-376000,45,0.355216791787958
NZ_LLJK01000040.1-3760,376000-376100,54,0.370377128953771
NZ_LLJK01000040.1-3761,376100-376200,72,0.361723004464505
NZ_LLJK01000040.1-3762,376200-376300,71,0.34882648591322
NZ_LLJK01000040.1-3763,376300-376400,48,0.318519013566798
NZ_LLJK01000040.1-3764,376400-376500,42,0.300015979546181
NZ_LLJK01000040.1-3765,376500-376600,64,0.311638506002668
NZ_LLJK01000040.1-3766,376600-376700,72,0.34674338113004
NZ_LLJK01000040.1-3767,376700-376800,72,0.335992157212245
NZ_LLJK01000040.1-3768,376800-376900,63,0.347087626236866
NZ_LLJK01000040.1-3769,376900-377000,59,0.356120278272868
NZ_LLJK01000040.1-3770,377000-377100,69,0.38998245955954
NZ_LLJK01000040.1-3771,377100-377200,52,0.38872384805006
NZ_LLJK01000040.1-3772,377200-377300,53,0.368950900741787
NZ_LLJK01000040.1-3773,377300-377400,44,0.363630151028497
NZ_LLJK01000040.1-3774,377400-377500,63,0.364594636490467
NZ_LLJK01000040.1-3775,377500-377600,62,0.39835150503417
NZ_LLJK01000040.1-3776,377600-377700,83,0.39947298041375
NZ_LLJK01000040.1-3777,377700-377800,65,0.386010865347303
NZ_LLJK01000040.1-3778,377800-377900,72,0.382085812715315
NZ_LLJK01000040.1-3779,377900-378000,65,0.385052225940574
NZ_LLJK01000040.1-3780,378000-378100,60,0.399462336094804
NZ_LLJK01000040.1-3781,378100-378200,53,0.372153743396685
NZ_LLJK01000040.1-3782,378200-378300,66,0.317756102295336
NZ_LLJK01000040.1-3783,378300-378400,57,0.274584685888868
NZ_LLJK01000040.1-3784,378400-378500,69,0.266101773394453
NZ_LLJK01000040.1-3785,378500-378600,82,0.28634901179715
NZ_LLJK01000040.1-3786,378600-378700,51,0.288116380124693
NZ_LLJK01000040.1-3787,378700-378800,48,0.292914811740738
NZ_LLJK01000040.1-3788,378800-378900,47,0.314153297682709
NZ_LLJK01000040.1-3789,378900-379000,102,0.343360566243741
NZ_LLJK01000040.1-3790,379000-379100,66,0.35491718426501
NZ_LLJK01000040.1-3791,379100-379200,59,0.33951773381716
NZ_LLJK01000040.1-3792,379200-379300,61,0.297080291970803
NZ_LLJK01000040.1-3793,379300-379400,57,0.282688416793121
NZ_LLJK01000040.1-3794,379400-379500,70,0.300424843212624
NZ_LLJK01000040.1-3795,379500-379600,86,0.350901687027341
NZ_LLJK01000040.1-3796,379600-379700,70,0.407798815989041
NZ_LLJK01000040.1-3797,379700-379800,65,0.393555756508496
NZ_LLJK01000040.1-3798,379800-379900,64,0.363396733512508
NZ_LLJK01000040.1-3799,379900-380000,47,0.295814768826236
NZ_LLJK01000040.1-3800,380000-380100,70,0.255243331297088
NZ_LLJK01000040.1-3801,380100-380200,60,0.248527821175339
NZ_LLJK01000040.1-3802,380200-380300,92,0.278430622009569
NZ_LLJK01000040.1-3803,380300-380400,52,0.32689551627653
NZ_LLJK01000040.1-3804,380400-380500,57,0.386058676370252
NZ_LLJK01000040.1-3805,380500-380600,72,0.418819666465048
NZ_LLJK01000040.1-3806,380600-380700,63,0.392965495963388
NZ_LLJK01000040.1-3807,380700-380800,56,0.347703578472809
NZ_LLJK01000040.1-3808,380800-380900,51,0.286927829261443
NZ_LLJK01000040.1-3809,380900-381000,94,0.244386570000704
NZ_LLJK01000040.1-3810,381000-381100,61,0.206054746510363
NZ_LLJK01000040.1-3811,381100-381200,67,0.231775809159863
NZ_LLJK01000040.1-3812,381200-381300,65,0.271735220050366
NZ_LLJK01000040.1-3813,381300-381400,49,0.323352756611385
NZ_LLJK01000040.1-3814,381400-381500,55,0.384112027221568
NZ_LLJK01000040.1-3815,381500-381600,73,0.389954078492638
NZ_LLJK01000040.1-3816,381600-381700,71,0.345571181840612
NZ_LLJK01000040.1-3817,381700-381800,65,0.280479931130959
NZ_LLJK01000040.1-3818,381800-381900,66,0.253954458543369
NZ_LLJK01000040.1-3819,381900-382000,76,0.275769132977371
NZ_LLJK01000040.1-3820,382000-382100,100,0.32617731034732
NZ_LLJK01000040.1-3821,382100-382200,87,0.354875010047424
NZ_LLJK01000040.1-3822,382200-382300,76,0.335652920962199
NZ_LLJK01000040.1-3823,382300-382400,45,0.335905916942301
NZ_LLJK01000040.1-3824,382400-382500,64,0.341399008406984
NZ_LLJK01000040.1-3825,382500-382600,74,0.351325891385239
NZ_LLJK01000040.1-3826,382600-382700,69,0.37734960192208
NZ_LLJK01000040.1-3827,382700-382800,58,0.369781770023608
NZ_LLJK01000040.1-3828,382800-382900,46,0.322840153899965
NZ_LLJK01000040.1-3829,382900-383000,70,0.288309392265193
NZ_LLJK01000040.1-3830,383000-383100,66,0.276596794081381
NZ_LLJK01000040.1-3831,383100-383200,48,0.302988851651734
NZ_LLJK01000040.1-3832,383200-383300,72,0.322936792713221
NZ_LLJK01000040.1-3833,383300-383400,70,0.321215904725317
NZ_LLJK01000040.1-3834,383400-383500,69,0.326222993650939
NZ_LLJK01000040.1-3835,383500-383600,71,0.298658612418939
NZ_LLJK01000040.1-3836,383600-383700,62,0.280225029190107
NZ_LLJK01000040.1-3837,383700-383800,63,0.277282444340164
NZ_LLJK01000040.1-3838,383800-383900,71,0.291346646185356
NZ_LLJK01000040.1-3839,383900-384000,71,0.333506911569778
NZ_LLJK01000040.1-3840,384000-384100,65,0.351750758202371
NZ_LLJK01000040.1-3841,384100-384200,84,0.394026859089998
NZ_LLJK01000040.1-3842,384200-384300,91,0.415420760358821
NZ_LLJK01000040.1-3843,384300-384400,67,0.425235003391802
NZ_LLJK01000040.1-3844,384400-384500,79,0.433096027829464
NZ_LLJK01000040.1-3845,384500-384600,84,0.441675460670509
NZ_LLJK01000040.1-3846,384600-384700,60,0.440105572551137
NZ_LLJK01000040.1-3847,384700-384800,68,0.416809427399678
NZ_LLJK01000040.1-3848,384800-384900,73,0.394246091562944
NZ_LLJK01000040.1-3849,384900-385000,73,0.381145277112871
NZ_LLJK01000040.1-3850,385000-385100,61,0.386775027705947
NZ_LLJK01000040.1-3851,385100-385200,67,0.414161103260075
NZ_LLJK01000040.1-3852,385200-385300,49,0.407316098081023
NZ_LLJK01000040.1-3853,385300-385400,62,0.391007884082676
NZ_LLJK01000040.1-3854,385400-385500,71,0.387170302832954
NZ_LLJK01000040.1-3855,385500-385600,65,0.37520705316591
NZ_LLJK01000040.1-3856,385600-385700,71,0.405799703730305
NZ_LLJK01000040.1-3857,385700-385800,77,0.394717070663134
NZ_LLJK01000040.1-3858,385800-385900,79,0.370361560418649
NZ_LLJK01000040.1-3859,385900-386000,81,0.368026234884198
NZ_LLJK01000040.1-3860,386000-386100,77,0.361320596614714
NZ_LLJK01000040.1-3861,386100-386200,69,0.363427367211073
NZ_LLJK01000040.1-3862,386200-386300,72,0.369677358844494
NZ_LLJK01000040.1-3863,386300-386400,72,0.363005020881235
NZ_LLJK01000040.1-3864,386400-386500,77,0.362881660347236
NZ_LLJK01000040.1-3865,386500-386600,71,0.340128182303721
NZ_LLJK01000040.1-3866,386600-386700,73,0.304707548004601
NZ_LLJK01000040.1-3867,386700-386800,61,0.280815972222222
NZ_LLJK01000040.1-3868,386800-386900,81,0.306617705755568
NZ_LLJK01000040.1-3869,386900-387000,42,0.339075531997817
NZ_LLJK01000040.1-3870,387000-387100,67,0.374473978586267
NZ_LLJK01000040.1-3871,387100-387200,74,0.395025407863065
NZ_LLJK01000040.1-3872,387200-387300,73,0.378782420749279
NZ_LLJK01000040.1-3873,387300-387400,64,0.363419601609458
NZ_LLJK01000040.1-3874,387400-387500,63,0.339593266517466
NZ_LLJK01000040.1-3875,387500-387600,57,0.321773594253158
NZ_LLJK01000040.1-3876,387600-387700,66,0.308057321818354
NZ_LLJK01000040.1-3877,387700-387800,60,0.300325430032543
NZ_LLJK01000040.1-3878,387800-387900,89,0.291744705373865
NZ_LLJK01000040.1-3879,387900-388000,49,0.282121661721068
NZ_LLJK01000040.1-3880,388000-388100,48,0.277509068923821
NZ_LLJK01000040.1-3881,388100-388200,54,0.261692371821592
NZ_LLJK01000040.1-3882,388200-388300,73,0.2592335374708
NZ_LLJK01000040.1-3883,388300-388400,83,0.266540398605312
NZ_LLJK01000040.1-3884,388400-388500,73,0.271521887491469
NZ_LLJK01000040.1-3885,388500-388600,55,0.295544877498962
NZ_LLJK01000040.1-3886,388600-388700,65,0.304536129473444
NZ_LLJK01000040.1-3887,388700-388800,44,0.306256971909543
NZ_LLJK01000040.1-3888,388800-388900,49,0.311762225969646
NZ_LLJK01000040.1-3889,388900-389000,74,0.345047277140112
NZ_LLJK01000040.1-3890,389000-389100,83,0.382127736239978
NZ_LLJK01000040.1-3891,389100-389200,63,0.39105634181779
NZ_LLJK01000040.1-3892,389200-389300,51,0.368916043111142
NZ_LLJK01000040.1-3893,389300-389400,80,0.337534515008462
NZ_LLJK01000040.1-3894,389400-389500,71,0.330518525546753
NZ_LLJK01000040.1-3895,389500-389600,69,0.325208630164869
NZ_LLJK01000040.1-3896,389600-389700,61,0.362191463607179
NZ_LLJK01000040.1-3897,389700-389800,62,0.400495172072295
NZ_LLJK01000040.1-3898,389800-389900,97,0.42559052406859
NZ_LLJK01000040.1-3899,389900-390000,58,0.40348774495116
NZ_LLJK01000040.1-3900,390000-390100,59,0.388295374501057
NZ_LLJK01000040.1-3901,390100-390200,72,0.408925075636234
NZ_LLJK01000040.1-3902,390200-390300,58,0.413510201907197
NZ_LLJK01000040.1-3903,390300-390400,72,0.418421992145662
NZ_LLJK01000040.1-3904,390400-390500,64,0.408938488944776
NZ_LLJK01000040.1-3905,390500-390600,70,0.398628335212326
NZ_LLJK01000040.1-3906,390600-390700,76,0.387520452836864
NZ_LLJK01000040.1-3907,390700-390800,70,0.384912329659086
NZ_LLJK01000040.1-3908,390800-390900,74,0.394945428891563
NZ_LLJK01000040.1-3909,390900-391000,81,0.394875164257556
NZ_LLJK01000040.1-3910,391000-391100,69,0.394076013185961
NZ_LLJK01000040.1-3911,391100-391200,84,0.376963132680692
NZ_LLJK01000040.1-3912,391200-391300,89,0.351396144838768
NZ_LLJK01000040.1-3913,391300-391400,64,0.345150537065453
NZ_LLJK01000040.1-3914,391400-391500,76,0.339869006633638
NZ_LLJK01000040.1-3915,391500-391600,53,0.353813698991364
NZ_LLJK01000040.1-3916,391600-391700,67,0.335989630838654
NZ_LLJK01000040.1-3917,391700-391800,48,0.316725978647687
NZ_LLJK01000040.1-3918,391800-391900,59,0.317130537044296
NZ_LLJK01000040.1-3919,391900-392000,52,0.307644730331519
NZ_LLJK01000040.1-3920,392000-392100,50,0.288062229471175
NZ_LLJK01000040.1-3921,392100-392200,58,0.296596250778728
NZ_LLJK01000040.1-3922,392200-392300,49,0.313863191302586
NZ_LLJK01000040.1-3923,392300-392400,54,0.33515704154002
NZ_LLJK01000040.1-3924,392400-392500,57,0.342582710779082
NZ_LLJK01000040.1-3925,392500-392600,90,0.342955441805824
NZ_LLJK01000040.1-3926,392600-392700,59,0.357438133529645
NZ_LLJK01000040.1-3927,392700-392800,65,0.328089119069722
